"dhlabid","urn","title","city","timestamp","year","conc","date","samesaken","Alta.samfunnet.er.i.mot.utbygging","protestbevegelse","at.et.møte.blir.arrangert","tv.program","produksjon.av.film","partipolitikk","kommunestyret","domstoler","regjeringen","myndigheter","demonstranter","politiet","saksbehandling.og.juridiske.prosesser","bygging.av.vei.og.anleggsvirksomhet","undersøkelser.og.utredning","arrestasjoner.og.bruk.av.tvangsmidler","økonomisk.og.næringsmessig.nytte","må.ha.kraft.og.strøm","konflikt.mellom.samer.og.nordmenn","rettigheter.til.land.og.ressurser","natur.og.miljø","vern.av.vassdrag","trussel.mot.samisk.kultur.og.næring","trussel.mot.laksefiske","Alta.kautokeinovassdraget.bør.bygges.ut","samiske.særrettigheter","utsatt.og.usikkerhet","unødvendig","splittelse.og.uenighet","vanskelig.å.snakke.om","urettferdig","opprivende","forsoning","samhold.og.enighet","handlekraft.og.beslutninger","tydelig.og.bestemtrettsak","leiren.i.Stilla","sultestreik","politiaksjonen","stortingets.vedtak","opprettelsen.av.Sametinget","Finnmarksloven","udemokratiske.protester","sivil.ulydighet","demonstrantene.opptrer.dårlig","ikke.voldelige","mediedekning","historisk.betydning","kunst.og.kultur","husker.eller.minnes","feilinformasjon","Konstruktiv.sivil.ulydighet","Manglende.utredning.om.konsekvenser","skeptisk.kraftprognose.motstand","meningsløs.kraftutbygging","Skeptisk.til.ulydighet","lov.og.orden","overdrevet.maktbruk.av.myndigheter.og.politi","fredelige.demonstranter","tydelig.og.bestemt","rettsak","arbeiderpartiet","gasskraftverk","neddemming.av.Masi","Kraftlinjer"
NA,"URN:NBN:no-nb_digavis_kronstadposten_null_null_20221007_13_38_1","kronstadposten","Alta","20221007","2022","sjøsamisk historie-og kultur, handel i Alta, Altaelva og laksefiske, Altasaken og mye mer. – Utstillingen går gjennom de ressursene",2022-10-07,0.18,0.14,0.13,0.2,0.14,0.16,0.06,0.12,0.1,0.09,0.09,0.14,0.07,0.15,0.15,0.26,0.37,0.8,0.07,0.07,0.63,0.25,0.2,0.16,0.21,0.04,0.23,0.31,0.18,0.13,0.31,0.25,0.3,0.1,0.11,0.22,0.19,0.13,0.09,0.1,0.1,0.11,0.11,0.08,0.12,0.09,0.36,0.12,0.48,0.12,0.27,0.14,0.12,0.19,0.09,0.01,0.22,0.05,0.14,0.05,0.34,0.11,0.12,0.04,0.04,0.05
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20220202_54_14_1","altaposten","Alta","20220202","2022","skal vi fikse selv, svarer han. Siste ofer Tilbake til Altaaksjonen påpeker Hansson at Altavassdraget ble siste ofer i rekken.",2022-02-02,0.11,0.67,0.8,0.3,0.12,0.12,0.39,0.06,0.12,0.06,0.33,0.64,0.02,0.44,0.23,0.56,0.71,0.39,0.61,0.43,0.83,0.64,0.53,0.58,0.68,0.32,0.47,0.74,0.58,0.71,0.65,0.64,0.88,0.1,0.03,0.6,0.49,0.34,0.07,0.06,0.12,0.04,0.06,0.45,0.6,0.39,0.28,0.2,0.78,0.1,0.78,0.5,0.19,0.56,0.5,0.56,0.61,0.07,0.47,0.02,0.47,0.22,0.09,0.05,0.25,0.09
NA,"URN:NBN:no-nb_digavis_finnmarken_null_null_20220311_124_40_1","finnmarken","Vadsø","20220311","2022","skildret man begivenheter som fiskestopp, åpningen av Vardøtunnellen, Alta-utbyggingen, sivil ulydighet, Finnmarks eksport av potensfremmende produkter",2022-03-11,0.01,0.29,0.36,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.06,0.11,0.01,0.03,0.03,0.05,0.05,0.09,0.01,0.01,0.08,0.02,0.01,0.08,0.02,0.12,0.02,0.11,0.02,0.03,0.05,0.03,0.11,0.01,0.01,0.54,0.04,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.56,0.02,0.02,0.11,0.24,0.01,0.51,0.01,0.08,0.02,0.02,0.01,0.09,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0
NA,"URN:NBN:no-nb_digavis_storfjordnytt_null_null_20220707_43_25_1","storfjordnytt","Sylte","20220707","2022","skjedde det? 10 Kva år starta aksjonane mot utbygging av Alta-vassdraget? 11 Kva verdsdel høyrer Grønland geogra- fisk til? SVAR 1",2022-07-07,0.48,0.94,0.87,0.59,0.46,0.44,0.37,0.44,0.46,0.35,0.66,0.85,0.52,0.7,0.55,0.65,0.8,0.68,0.46,0.49,0.87,0.47,0.26,0.72,0.44,0.44,0.63,0.77,0.5,0.73,0.49,0.66,0.71,0.29,0.18,0.77,0.6,0.49,0.32,0.36,0.46,0.4,0.23,0.43,0.7,0.39,0.33,0.52,0.65,0.33,0.72,0.58,0.56,0.65,0.54,0.52,0.57,0.31,0.66,0.06,0.59,0.6,0.47,0.33,0.17,0.3
NA,"URN:NBN:no-nb_digavis_storfjordnytt_null_null_20220707_43_25_1","storfjordnytt","Sylte","20220707","2022","skjedde det? 10 Kva år starta aksjonane mot utbygging av Alta-vassdraget? 11 Kva verdsdel høyrer Grønland geografisk til? På grunn",2022-07-07,0.58,0.94,0.92,0.67,0.55,0.5,0.43,0.27,0.46,0.24,0.67,0.92,0.54,0.75,0.6,0.72,0.88,0.64,0.64,0.61,0.89,0.46,0.24,0.83,0.5,0.34,0.71,0.82,0.58,0.74,0.68,0.69,0.85,0.23,0.18,0.79,0.47,0.53,0.3,0.27,0.33,0.49,0.26,0.49,0.76,0.53,0.29,0.58,0.7,0.29,0.75,0.6,0.51,0.68,0.56,0.43,0.6,0.3,0.75,0.03,0.32,0.71,0.55,0.28,0.23,0.42
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20220128_54_12_1","altaposten","Alta","20220128","2022","skjedde rundt og i saken om vannkraftutbyggingen i Kautokeino/Alta-vassdraget for 40 år siden. To forestillinger Informasjonsleder Brita",2022-01-28,0.31,0.16,0.45,0.23,0.37,0.21,0.2,0.05,0.13,0.04,0.29,0.22,0.02,0.75,0.03,0.56,0.57,0.59,0.81,0.28,0.48,0.23,0.02,0.77,0.06,0.53,0.64,0.7,0.22,0.62,0.41,0.48,0.67,0.04,0.2,0.83,0.38,0.11,0.05,0.01,0.32,0.03,0.09,0.12,0.33,0.21,0.15,0.51,0.84,0.17,0.84,0.52,0.21,0.5,0.26,0.33,0.36,0.02,0.32,0.01,0.27,0.47,0.13,0,0.02,0.11
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20221011_0_236_1","nordlys","Tromsø","20221011","2022","skriver 27.02.82: «En enstemmig Høyesterett avsa dommen om at Alta-saken er helt fri for feil. Regjeringens utbyggingsvedtak er gyldig.»",2022-10-11,0.1,0.52,0.5,0.52,0.27,0.2,0.36,0.09,0.94,0.93,0.92,0.38,0.1,0.93,0.4,0.58,0.52,0.44,0.37,0.43,0.78,0.36,0.1,0.73,0.14,0.83,0.57,0.68,0.52,0.11,0.62,0.47,0.62,0.2,0.84,0.79,0.63,0.43,0.15,0.09,0.16,0.08,0.09,0.26,0.26,0.22,0.52,0.31,0.49,0.17,0.65,0.67,0.2,0.5,0.28,0.64,0.5,0.68,0.37,0.03,0.65,0.96,0.25,0.09,0.21,0.17
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20220131_54_13_1","altaposten","Alta","20220131","2022","skulle Beaivvas ha urpremiere på sin nye forestilling om Alta-aksjonen. Festkvelden i Alta kultursal blir det imidlertid ingenting",2022-01-31,0.17,0.79,0.88,0.53,0.6,0.27,0.27,0.12,0.17,0.09,0.57,0.86,0.11,0.65,0.33,0.61,0.84,0.59,0.15,0.57,0.69,0.13,0.25,0.78,0.11,0.15,0.51,0.68,0.59,0.46,0.6,0.64,0.89,0.06,0.05,0.57,0.52,0.67,0.15,0.07,0.19,0.2,0.18,0.55,0.75,0.38,0.29,0.54,0.62,0.68,0.73,0.68,0.32,0.63,0.31,0.42,0.57,0.11,0.6,0.04,0.34,0.43,0.18,0.09,0.06,0.11
NA,"URN:NBN:no-nb_digavis_innherredverdal_null_null_20220507_8_53_1","innherredverdal","Verdal","20220507","2022","slå tilbake mot fornorskningen, og særlig rundt utbyggingen av Alta-Kautokeino-vassdraget. Nå har både artister og publikum et mer",2022-05-07,0.65,0.65,0.79,0.69,0.25,0.28,0.27,0.12,0.13,0.06,0.14,0.37,0.07,0.59,0.13,0.39,0.67,0.15,0.46,0.68,0.63,0.11,0.03,0.72,0.04,0.77,0.53,0.56,0.28,0.31,0.55,0.65,0.72,0.14,0.05,0.59,0.29,0.23,0.12,0.05,0.35,0.07,0.1,0.2,0.44,0.24,0.04,0.32,0.58,0.51,0.72,0.5,0.51,0.45,0.44,0.62,0.29,0.04,0.22,0.01,0.26,0.26,0.13,0.04,0.09,0.09
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20220920_0_218_1","nordlys","Tromsø","20220920","2022","Snart inntar hun filmlerretet i Ole Giævers film om Alta-aksjonen, «La elva leve». R *[2'!':""-—, - E 7 *—q:jl A (w",2022-09-20,0.32,0.86,0.93,0.52,0.41,0.86,0.46,0.18,0.35,0.16,0.64,0.8,0.16,0.77,0.44,0.65,0.83,0.66,0.51,0.58,0.83,0.9,0.89,0.86,0.69,0.19,0.68,0.82,0.58,0.73,0.71,0.71,0.91,0.11,0.13,0.77,0.62,0.48,0.16,0.07,0.28,0.14,0.15,0.62,0.81,0.46,0.54,0.74,0.78,0.78,0.83,0.65,0.59,0.73,0.64,0.49,0.57,0.17,0.71,0.05,0.55,0.51,0.17,0.14,0.16,0.19
NA,"URN:NBN:no-nb_digavis_nationen_null_null_20221001_0_228_1","nationen","Oslo","20221001","2022","snurrer fortsat. Foto: Ole Martin Wold / NTB Stilla: Alta-Kautokeino-vassdraget januar 1979. Politiaksjonen ved nullpunktet i Stilla, og",2022-10-01,0.57,0.48,0.85,0.31,0.23,0.37,0.21,0.12,0.16,0.12,0.8,0.76,0.97,0.63,0.25,0.44,0.95,0.27,0.46,0.64,0.72,0.58,0.56,0.75,0.28,0.14,0.64,0.67,0.36,0.51,0.56,0.57,0.9,0.04,0.03,0.65,0.56,0.75,0.13,0.98,0.12,0.13,0.23,0.45,0.3,0.41,0.09,0.5,0.74,0.17,0.82,0.47,0.12,0.39,0.28,0.39,0.38,0.34,0.62,0.01,0.25,0.72,0.3,0.07,0.17,0.22
NA,"URN:NBN:no-nb_digavis_klassekampen_null_null_20220611_54_132_1","klassekampen","Oslo","20220611","2022","som da jeg i min ungsom ønsket å være med på Altaaksjonen. Men selv om man er for veik til fysiske motaksjoner,",2022-06-11,0.07,0.73,0.66,0.17,0.02,0.02,0.17,0.02,0.06,0.02,0.12,0.69,0.11,0.05,0.09,0.12,0.56,0.02,0.06,0.3,0.19,0.05,0.08,0.28,0.05,0.07,0.14,0.43,0.47,0.4,0.53,0.44,0.61,0.02,0.07,0.3,0.1,0.49,0.05,0.05,0.02,0.02,0.03,0.19,0.42,0.34,0.8,0.02,0.13,0.01,0.73,0.49,0.24,0.41,0.1,0.06,0.48,0.08,0.23,0.07,0.1,0.09,0.08,0.02,0.16,0.06
NA,"URN:NBN:no-nb_digavis_gaula_null_null_20220203_22_5_1","gaula","Melhus","20220203","2022","som har styrket det samiske folks situasjon begynte med altaaksjonen, da store politistyrker måtte til for bygge ut kraftanlegget",2022-02-03,0.82,0.3,0.58,0.05,0.01,0.02,0.02,0.03,0.01,0.01,0.19,0.33,0.85,0.12,0.03,0.05,0.84,0.01,0.53,0.44,0.17,0.02,0.01,0.56,0.01,0.23,0.5,0.54,0.16,0.15,0.11,0.28,0.72,0.01,0.01,0.38,0.2,0.21,0.02,0.94,0.02,0.01,0.02,0.16,0.02,0.04,0,0.04,0.54,0,0.57,0.05,0.01,0.09,0.08,0.18,0.1,0.17,0.71,0,0.07,0.11,0.02,0.01,0.01,0.17
NA,"URN:NBN:no-nb_digavis_adresseavisen_null_null_20221118_256_269_1","adresseavisen","Trondheim","20221118","2022","som informasjonsleiar i Folkeaksjonen mot utbygginga av Alta- Kautokeinovassdraget var han helt sentral i kampen for vassdraget. Han",2022-11-18,0.4,0.86,0.92,0.73,0.34,0.41,0.68,0.19,0.33,0.16,0.6,0.7,0.14,0.73,0.46,0.76,0.84,0.61,0.67,0.68,0.85,0.74,0.77,0.8,0.59,0.34,0.85,0.77,0.56,0.77,0.64,0.73,0.9,0.19,0.33,0.87,0.71,0.37,0.26,0.13,0.34,0.34,0.27,0.49,0.53,0.47,0.4,0.49,0.82,0.32,0.89,0.64,0.64,0.78,0.5,0.56,0.39,0.45,0.81,0.14,0.64,0.52,0.53,0.15,0.29,0.44
NA,"URN:NBN:no-nb_digavis_vaartland_null_null_20220604_78_127_1","vaartland","Oslo","20220604","2022","som saksøker mot den norske stat i forbindelse med Alta-utbyggingen. I dag er det verden over flere initiativ for å",2022-06-04,0.05,0.71,0.85,0.22,0.17,0.17,0.13,0.07,0.39,0.56,0.64,0.5,0.04,0.8,0.17,0.29,0.61,0.25,0.2,0.68,0.63,0.11,0.13,0.44,0.05,0.51,0.33,0.55,0.25,0.54,0.34,0.62,0.85,0.02,0.02,0.24,0.2,0.34,0.12,0.08,0.18,0.08,0.08,0.21,0.39,0.23,0.11,0.21,0.25,0.14,0.53,0.36,0.13,0.46,0.35,0.58,0.19,0.12,0.43,0.01,0.11,0.91,0.13,0.02,0.07,0.08
NA,"URN:NBN:no-nb_digavis_vaartland_null_null_20221111_78_263_1","vaartland","Oslo","20221111","2022","som var foreslått lagd under vann i utbyggingen av Alta/Kautokeino-vassdraget, ifølge Store Norske Leksikon. jobbet sammen på flere",2022-11-11,0.64,0.35,0.65,0.57,0.51,0.47,0.39,0.42,0.26,0.41,0.63,0.49,0.19,0.82,0.32,0.77,0.78,0.74,0.62,0.22,0.49,0.68,0.1,0.79,0.47,0.8,0.67,0.72,0.41,0,0.45,0.59,0.53,0.53,0.86,0.73,0.46,0.47,0.17,0.21,0.42,0.46,0.33,0.15,0.29,0.25,0.32,0.52,0.51,0.57,0.75,0.57,0.26,0.36,0.22,0.32,0.36,0.15,0.54,0.02,0.33,0.42,0.58,0.22,0.27,0.08
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20221111_54_132_1","altaposten","Alta","20221111","2022","som var foreslått lagd under vann i utbyggingen av Alta/Kautokeino-vassdraget, ifølge Store Norske Leksikon. Kultur-og likestillingsminister",2022-11-11,0.65,0.41,0.57,0.56,0.36,0.25,0.39,0.28,0.18,0.57,0.7,0.36,0.12,0.75,0.15,0.61,0.74,0.48,0.36,0.58,0.45,0.67,0.1,0.84,0.41,0.68,0.73,0.75,0.43,0.69,0.48,0.62,0.55,0.23,0.24,0.66,0.51,0.34,0.19,0.15,0.49,0.42,0.45,0.26,0.52,0.35,0.29,0.44,0.57,0.49,0.7,0.64,0.35,0.52,0.29,0.36,0.49,0.19,0.55,0.02,0.26,0.36,0.44,0.21,0.34,0.08
NA,"URN:NBN:no-nb_digavis_gudbrandsdolendagnin_null_null_20221111_185_263_1","gudbrandsdolendagnin","Lillehammer","20221111","2022","som var foreslått lagd under vann i utbyggingen av Alta/Kautokeino-vassdraget, ifølge Store Norske Leksikon. Kultur-og likestillingsminister Anette",2022-11-11,0.67,0.42,0.54,0.54,0.3,0.25,0.41,0.25,0.2,0.68,0.78,0.38,0.12,0.77,0.16,0.63,0.76,0.52,0.37,0.52,0.45,0.71,0.11,0.84,0.35,0.69,0.72,0.79,0.42,0.74,0.54,0.65,0.55,0.18,0.27,0.73,0.49,0.33,0.19,0.14,0.53,0.32,0.38,0.22,0.54,0.32,0.38,0.48,0.56,0.42,0.73,0.67,0.32,0.51,0.29,0.35,0.48,0.18,0.57,0.02,0.45,0.37,0.28,0.22,0.37,0.08
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20221111_54_132_1","altaposten","Alta","20221111","2022","som var foreslått lagd under vann i utbyggingen av Alta/Kautokeino-vassdraget, ifølge Store Norske Leksikon. Kultur-og likestillingsminister Anette",2022-11-11,0.67,0.42,0.54,0.54,0.3,0.25,0.41,0.25,0.2,0.68,0.78,0.38,0.12,0.77,0.16,0.63,0.76,0.52,0.37,0.52,0.45,0.71,0.11,0.84,0.35,0.69,0.72,0.79,0.42,0.74,0.54,0.65,0.55,0.18,0.27,0.73,0.49,0.33,0.19,0.14,0.53,0.32,0.38,0.22,0.54,0.32,0.38,0.48,0.56,0.42,0.73,0.67,0.32,0.51,0.29,0.35,0.48,0.18,0.57,0.02,0.45,0.37,0.28,0.22,0.37,0.08
NA,"URN:NBN:no-nb_digavis_nyetroms_null_null_20221111_49_131_1","nyetroms","Moen","20221111","2022","som var foreslått lagd under vann i utbyggingen av Alta/Kautokeino-vassdraget, ifølge Store Norske Leksikon. Mattis Hætta jobbet også",2022-11-11,0.75,0.25,0.57,0.28,0.27,0.41,0.36,0.16,0.17,0.19,0.48,0.39,0.16,0.77,0.12,0.71,0.76,0.5,0.26,0.45,0.28,0.68,0.04,0.74,0.21,0.75,0.76,0.81,0.41,0.56,0.45,0.66,0.57,0.03,0.18,0.71,0.39,0.37,0.13,0.1,0.21,0.22,0.2,0.18,0.47,0.23,0.21,0.44,0.48,0.28,0.72,0.61,0.26,0.49,0.26,0.36,0.31,0.06,0.53,0.01,0.29,0.4,0.48,0.13,0.22,0.04
NA,"URN:NBN:no-nb_digavis_ostlendingen_null_null_20221112_122_136_1","ostlendingen","Elverum","20221112","2022","som var foreslått lagd under vann i utbyggingen av Alta/Kautokeino-vassdraget. Kultur-og likestillingsminister Anette Trettebergstuen (Ap) sier",2022-11-12,0.68,0.37,0.5,0.26,0.29,0.28,0.47,0.25,0.18,0.52,0.61,0.36,0.08,0.64,0.12,0.56,0.66,0.29,0.32,0.51,0.27,0.67,0.11,0.77,0.34,0.62,0.68,0.72,0.39,0.61,0.44,0.65,0.58,0.17,0.14,0.53,0.39,0.36,0.19,0.11,0.53,0.21,0.39,0.24,0.44,0.26,0.21,0.38,0.56,0.38,0.66,0.53,0.24,0.52,0.33,0.46,0.38,0.22,0.44,0.01,0.2,0.42,0.63,0.24,0.38,0.11
NA,"URN:NBN:no-nb_digavis_dagsavisen_null_null_20221111_137_263_1","dagsavisen","Oslo","20221111","2022","som var foreslått lagt under vann i utbyggingen av Alta/Kautokeino-vassdraget. Mattis Hætta deltok selv i demonstrasjonene mot Alta-utbyggingen.",2022-11-11,0.77,0.94,0.96,0.38,0.13,0.13,0.47,0.12,0.14,0.15,0.52,0.97,0.13,0.71,0.18,0.55,0.81,0.27,0.36,0.83,0.58,0.89,0.17,0.82,0.27,0.57,0.75,0.71,0.68,0.88,0.63,0.85,0.85,0.02,0.03,0.54,0.54,0.49,0.23,0.12,0.25,0.1,0.23,0.53,0.84,0.54,0.09,0.3,0.58,0.12,0.75,0.76,0.54,0.72,0.64,0.79,0.61,0.09,0.68,0.01,0.22,0.37,0.54,0.12,0.31,0.13
NA,"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20221111_120_263_1","rogalandsavis","Stavanger","20221111","2022","som var foreslått lagt under vann i utbyggingen av Alta/Kautokeino-vassdraget. Mattis Hætta deltok selv i demonstrasjonene mot Alta-utbyggingen.",2022-11-11,0.77,0.94,0.96,0.38,0.13,0.13,0.47,0.12,0.14,0.15,0.52,0.97,0.13,0.71,0.18,0.55,0.81,0.27,0.36,0.83,0.58,0.89,0.17,0.82,0.27,0.57,0.75,0.71,0.68,0.88,0.63,0.85,0.85,0.02,0.03,0.54,0.54,0.49,0.23,0.12,0.25,0.1,0.23,0.53,0.84,0.54,0.09,0.3,0.58,0.12,0.75,0.76,0.54,0.72,0.64,0.79,0.61,0.09,0.68,0.01,0.22,0.37,0.54,0.12,0.31,0.13
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20221125_54_138_1","altaposten","Alta","20221125","2022","som ville gå lengre i kampen mot utbygging av Alta/Kautokeino-vassdraget. Sårene kunne bli dypere og konsekvensene enda større,",2022-11-25,0.65,0.97,0.75,0.51,0.16,0.16,0.49,0.24,0.17,0.12,0.61,0.54,0.05,0.55,0.1,0.36,0.57,0.03,0.27,0.67,0.8,0.34,0.14,0.78,0.05,0.49,0.64,0.8,0.57,0.95,0.64,0.71,0.98,0.02,0.02,0.35,0.22,0.43,0.11,0.08,0.22,0.1,0.13,0.35,0.51,0.46,0.07,0.11,0.23,0.07,0.58,0.66,0.14,0.51,0.56,0.54,0.47,0.07,0.54,0.01,0.09,0.53,0.5,0.04,0.19,0.11
NA,"URN:NBN:no-nb_digavis_kronstadposten_null_null_20220401_13_13_1","kronstadposten","Alta","20220401","2022","Sombybrua Nullpunktet og «Sombybrua» var to viktige punkter under Altaaksjonen. Mange mener at stedene burde bli markert, men ingenting",2022-04-01,0.17,0.23,0.67,0.16,0.08,0.09,0.15,0.02,0.08,0.02,0.13,0.46,0.02,0.19,0.12,0.19,0.43,0.08,0.03,0.2,0.11,0.02,0.03,0.25,0.02,0.07,0.15,0.28,0.35,0.47,0.31,0.2,0.45,0.07,0.11,0.25,0.33,0.04,0.04,0.03,0.03,0.03,0.03,0.06,0.21,0.04,0.16,0.14,0.39,0.06,0.48,0.62,0.13,0.29,0.09,0.07,0.23,0.07,0.17,0.02,0.34,0.08,0.08,0.02,0.02,0.02
NA,"URN:NBN:no-nb_digavis_klassekampen_null_null_20220810_54_183_1","klassekampen","Oslo","20220810","2022","Statnett har reservert kapasiteten til kraftprodusentene. Her ved Altadammen. FOTO: SJUR BJERKELI, NVE Finnmark Kraft, en sammenslutning",2022-08-10,0.21,0.08,0.28,0.46,0.17,0.09,0.15,0.1,0.12,0.11,0.33,0.15,0.05,0.65,0.12,0.59,0.72,0.71,0.84,0.18,0.75,0.16,0.27,0.63,0.18,0.17,0.47,0.73,0.25,0,0.53,0.51,0.25,0.2,0.63,0.69,0.52,0.09,0.13,0.1,0.09,0.14,0.27,0.11,0.23,0.27,0.61,0.19,0.27,0.19,0.6,0.6,0.27,0.5,0.28,0.1,0.24,0.14,0.56,0.08,0.39,0.19,0.11,0.11,0.05,0.76
NA,"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20220705_130_0_1","stavangeraftenblad","Stavanger","20220705","2022","Statsminister Ali Bhutto ble fengslet og senere henrettet. 1979 Alta-aksjonen – demon- stranter mot kraftutbyggingen i Alta-og",2022-07-05,0.35,0.98,0.94,0.31,0.16,0.16,0.55,0.18,0.4,0.71,0.67,0.96,0.22,0.75,0.15,0.42,0.97,0.28,0.34,0.62,0.54,0.62,0.4,0.78,0.06,0.64,0.67,0.65,0.59,0.81,0.53,0.72,0.94,0.04,0.03,0.32,0.32,0.59,0.12,0.31,0.2,0.13,0.15,0.75,0.68,0.58,0.08,0.33,0.58,0.16,0.65,0.59,0.3,0.41,0.72,0.81,0.41,0.29,0.69,0.02,0.29,0.68,0.29,0.09,0.16,0.27
NA,"URN:NBN:no-nb_digavis_hamararbeiderblad_null_null_20220901_97_202_1","hamararbeiderblad","Hamar","20220901","2022","statsminister med knallharde smerter. Håndterte store saker; som Alta-saken, Kielland-ulykken, dobbeltvedtaket i NATO, pluss det politiske",2022-09-01,0.08,0.25,0.17,0.45,0.07,0.13,0.34,0.11,0.06,0.95,0.43,0.12,0.03,0.13,0.18,0.3,0.37,0.06,0.09,0.15,0.23,0.02,0.08,0.12,0.04,0.24,0.18,0.27,0.11,0.22,0.54,0.24,0.76,0.02,0.02,0.8,0.32,0.26,0.16,0.07,0.12,0.12,0.12,0.03,0.06,0.16,0.08,0.11,0.47,0.06,0.55,0.22,0.04,0.21,0.04,0.02,0.15,0.05,0.29,0.01,0.37,0.11,0.69,0.06,0.2,0.05
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20220423_0_93_1","nordlys","Tromsø","20220423","2022","stor plass i ettertidens minnemateriale rundt utbyggingen av Alta-Kautokeinovassdraget. Somby er blitt til «brusprengeren», og datidas",2022-04-23,0.69,0.28,0.81,0.61,0.27,0.31,0.32,0.14,0.26,0.12,0.45,0.65,0.12,0.75,0.64,0.55,0.79,0.48,0.86,0.62,0.7,0.22,0.03,0.82,0.15,0.68,0.71,0.72,0.3,0.65,0.55,0.59,0.77,0.07,0.09,0.81,0.55,0.25,0.22,0.09,0.39,0.13,0.11,0.31,0.63,0.4,0.33,0.49,0.85,0.21,0.77,0.61,0.37,0.44,0.4,0.63,0.25,0.13,0.49,0.02,0.38,0.37,0.25,0.11,0.13,0.18
NA,"URN:NBN:no-nb_digavis_itromso_null_null_20221112_124_264_1","itromso","Tromsø","20221112","2022","Stortinget i 1978 vedtok å bygge en demning i Alta-Kautokeinovassdraget. Det er en fiksjonsfilm basert på virkelige hendelser",2022-11-12,0.65,0.24,0.4,0.39,0.08,0.57,0.32,0.22,0.17,0.16,0.78,0.21,0.07,0.57,0.09,0.16,0.4,0.23,0.38,0.35,0.72,0.44,0.53,0.65,0.29,0.53,0.65,0.28,0.32,0.25,0.38,0.39,0.69,0.07,0.02,0.68,0.2,0.2,0.05,0.09,0.82,0.13,0.24,0.14,0.25,0.08,0.21,0.08,0.56,0.1,0.6,0.09,0.16,0.16,0.16,0.26,0.22,0.22,0.07,0.02,0.09,0.17,0.32,0.05,0.13,0.12
NA,"URN:NBN:no-nb_digavis_fredriksstadblad_null_null_20221008_133_117_1","fredriksstadblad","Fredrikstad","20221008","2022","Stortinget og overrakte regjeringen et krav om at utbyggingen av Alta-vassdraget måtte stanse. Sju av dem startet sultestreik. 8.",2022-10-08,0.56,0.95,0.97,0.75,0.4,0.29,0.69,0.24,0.33,0.64,0.88,0.94,0.22,0.84,0.38,0.64,0.91,0.52,0.69,0.75,0.78,0.62,0.66,0.81,0.23,0.48,0.83,0.81,0.63,0.95,0.76,0.77,0.93,0.11,0.03,0.67,0.64,0.66,0.97,0.19,0.83,0.5,0.43,0.83,0.91,0.63,0.31,0.49,0.6,0.24,0.73,0.76,0.56,0.65,0.72,0.91,0.62,0.53,0.72,0.07,0.51,0.58,0.68,0.14,0.36,0.27
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20220204_54_15_1","altaposten","Alta","20220204","2022","stridene i Norges historie, Folkeaksjonen mot utbygging av Alta-Kautokeinovassdraget hadde mellom 85 til 100 lokallag og 20.000 medlemmer.",2022-02-04,0.47,0.94,0.91,0.59,0.13,0.14,0.6,0.1,0.16,0.04,0.28,0.8,0.05,0.63,0.19,0.36,0.59,0.13,0.32,0.76,0.8,0.62,0.23,0.67,0.09,0.38,0.61,0.56,0.27,0.91,0.58,0.53,0.96,0.03,0.01,0.36,0.52,0.24,0.13,0.05,0.13,0.06,0.09,0.27,0.58,0.19,0.04,0.15,0.87,0.1,0.53,0.3,0.25,0.35,0.48,0.54,0.47,0.11,0.41,0.01,0.19,0.42,0.08,0.06,0.06,0.12
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20220311_54_30_1","altaposten","Alta","20220311","2022","Stykket handler om samenes motstand mot utbygging av Alta-Kautokeinovassdraget i 1979 til 1982. En konflikt som fikk store ringvirkninger",2022-03-11,0.97,0.99,0.94,0.18,0.12,0.05,0.24,0.09,0.07,0.01,0.16,0.71,0.01,0.47,0.04,0.34,0.39,0.09,0.15,0.92,0.58,0.19,0.13,0.79,0.03,0.2,0.77,0.6,0.19,0.95,0.63,0.48,0.97,0,0,0.32,0.56,0.27,0.13,0.02,0.17,0.08,0.09,0.54,0.78,0.31,0.04,0.19,0.94,0.06,0.7,0.3,0.24,0.22,0.56,0.2,0.56,0.02,0.07,0,0.16,0.37,0.06,0,0.04,0.05
