"dhlabid","urn","title","city","timestamp","year","conc","date","samesaken","Alta.samfunnet.er.i.mot.utbygging","protestbevegelse","at.et.møte.blir.arrangert","tv.program","produksjon.av.film","partipolitikk","kommunestyret","domstoler","regjeringen","myndigheter","demonstranter","politiet","saksbehandling.og.juridiske.prosesser","bygging.av.vei.og.anleggsvirksomhet","undersøkelser.og.utredning","arrestasjoner.og.bruk.av.tvangsmidler","økonomisk.og.næringsmessig.nytte","må.ha.kraft.og.strøm","konflikt.mellom.samer.og.nordmenn","rettigheter.til.land.og.ressurser","natur.og.miljø","vern.av.vassdrag","trussel.mot.samisk.kultur.og.næring","trussel.mot.laksefiske","Alta.kautokeinovassdraget.bør.bygges.ut","samiske.særrettigheter","utsatt.og.usikkerhet","unødvendig","splittelse.og.uenighet","vanskelig.å.snakke.om","urettferdig","opprivende","forsoning","samhold.og.enighet","handlekraft.og.beslutninger","tydelig.og.bestemtrettsak","leiren.i.Stilla","sultestreik","politiaksjonen","stortingets.vedtak","opprettelsen.av.Sametinget","Finnmarksloven","udemokratiske.protester","sivil.ulydighet","demonstrantene.opptrer.dårlig","ikke.voldelige","mediedekning","historisk.betydning","kunst.og.kultur","husker.eller.minnes","feilinformasjon","Konstruktiv.sivil.ulydighet","Manglende.utredning.om.konsekvenser","skeptisk.kraftprognose.motstand","meningsløs.kraftutbygging","Skeptisk.til.ulydighet","lov.og.orden","overdrevet.maktbruk.av.myndigheter.og.politi","fredelige.demonstranter","tydelig.og.bestemt","rettsak","arbeiderpartiet","gasskraftverk","neddemming.av.Masi","Kraftlinjer"
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20191114_0_265_1","nordlys","Tromsø","20191114","2019","Registrer deg på nordnorskdebatt.no og delta i debatten! 8| | Altasaken og klimasøksmålet er to sider av samme sak KLIMAKAMP",2019-11-14,0.02,0.07,0.19,0.15,0.06,0.08,0.13,0.04,0.17,0.04,0.28,0.07,0.01,0.43,0.06,0.16,0.16,0.03,0.09,0.03,0.15,0.21,0.04,0.01,0.01,0.07,0.02,0.15,0.07,0.13,0.21,0.11,0.34,0.01,0.02,0.16,0.12,0.07,0.01,0.02,0.05,0.03,0.02,0.02,0.1,0.02,0.07,0.07,0.05,0.03,0.12,0.15,0.02,0.13,0.04,0.02,0.1,0.01,0.09,0.01,0.12,0.39,0.02,0.08,0.06,0.03
NA,"URN:NBN:no-nb_digavis_verdensgang_null_null_20190217_0_0_1","verdensgang","Oslo","20190217","2019","Regjeringen kan ennå unngå den største tabben siden Altasaken Regjeringen er i ferd med å begå en enorm urfolks-og",2019-02-17,0.68,0.59,0.79,0.47,0.15,0.14,0.21,0.15,0.22,0.7,0.2,0.23,0.08,0.66,0.24,0.4,0.67,0.2,0.11,0.66,0.65,0.15,0.36,0.9,0.11,0.27,0.86,0.67,0.66,0.61,0.45,0.75,0.86,0.06,0.02,0.11,0.17,0.57,0.3,0.13,0.22,0.39,0.31,0.59,0.35,0.43,0.11,0.2,0.61,0.12,0.54,0.73,0.06,0.72,0.23,0.39,0.5,0.1,0.46,0.02,0.05,0.61,0.36,0.08,0.3,0.1
NA,"URN:NBN:no-nb_digavis_verdensgang_null_null_20190217_0_0_1","verdensgang","Oslo","20190217","2019","regnes som den største same-og miljøpolitiske saken siden Altasaken. DEBATT RUNAR MYRNES BALTO, leder for Norske Samers Riksforbund",2019-02-17,0.93,0.47,0.51,0.5,0.18,0.27,0.41,0.18,0.09,0.08,0.2,0.26,0.05,0.19,0.19,0.59,0.52,0.12,0.15,0.54,0.69,0.75,0.32,0.58,0.11,0.35,0.71,0.58,0.24,0.47,0.58,0.39,0.72,0.16,0.17,0.67,0.25,0.24,0.19,0.07,0.18,0.18,0.13,0.1,0.37,0.22,0.32,0.19,0.79,0.05,0.59,0.42,0.22,0.33,0.16,0.13,0.29,0.04,0.42,0.03,0.37,0.18,0.1,0.07,0.17,0.1
NA,"URN:NBN:no-nb_digavis_verdensgang_null_null_20190217_0_0_1","verdensgang","Oslo","20190217","2019","regnes som den største same-og miljøpolitiske saken siden Altasaken. RUNAR MYRNES BALTO, leder for Norske Samers Riksforbund (NSR).",2019-02-17,0.95,0.53,0.64,0.62,0.25,0.27,0.65,0.36,0.17,0.21,0.43,0.51,0.11,0.29,0.39,0.68,0.67,0.27,0.16,0.67,0.72,0.83,0.42,0.67,0.21,0.44,0.8,0.72,0.26,0.69,0.7,0.58,0.76,0.35,0.38,0.8,0.58,0.5,0.32,0.12,0.33,0.35,0.19,0.24,0.51,0.42,0.51,0.46,0.82,0.12,0.7,0.65,0.45,0.6,0.27,0.21,0.43,0.14,0.6,0.14,0.56,0.39,0.13,0.13,0.23,0.17
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20191023_0_246_1","nordlys","Tromsø","20191023","2019","reindrifta ville bli påført. Konklusjonen var at utbygginga av Altaelva ville føre til forholdsvis små virkninger for",2019-10-23,0.81,0.65,0.54,0.56,0.36,0.45,0.19,0.13,0.25,0.11,0.56,0.35,0.06,0.67,0.44,0.65,0.69,0.59,0.39,0.59,0.87,0.8,0.15,0.97,0.12,0.63,0.88,0.75,0.5,0.6,0.67,0.64,0.28,0.12,0.22,0.6,0.45,0.34,0.24,0.13,0.31,0.2,0.3,0.28,0.39,0.33,0.57,0.27,0.37,0.2,0.64,0.78,0.36,0.53,0.46,0.33,0.51,0.17,0.51,0.09,0.25,0.49,0.11,0.09,0.07,0.21
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190315_51_32_1","altaposten","Alta","20190315","2019","Reineier Iver Sara fikk anleggs- veien gjennom beiteland etter Alta-utbyggingen. – Det gikk som fryktet. Vi tapte beiteland, sier Iver",2019-03-15,0.8,0.25,0.53,0.3,0.13,0.1,0.14,0.08,0.15,0.13,0.33,0.58,0.05,0.55,0.95,0.57,0.68,0.39,0.1,0.52,0.93,0.37,0.04,0.9,0.02,0.09,0.74,0.63,0.69,0.62,0.56,0.78,0.73,0.05,0.05,0.48,0.24,0.48,0.09,0.05,0.24,0.04,0.12,0.25,0.38,0.52,0.15,0.19,0.28,0.08,0.56,0.73,0.14,0.48,0.29,0.52,0.43,0.09,0.46,0.01,0.22,0.52,0.13,0.04,0.29,0.32
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190315_51_32_1","altaposten","Alta","20190315","2019","Reineier Iver Sara fikk anleggsveien gjennom beiteland etter Alta-utbyggingen. – Det gikk som fryktet. Vi tapte beiteland, sier Iver",2019-03-15,0.84,0.24,0.53,0.3,0.12,0.09,0.12,0.07,0.14,0.12,0.5,0.6,0.04,0.59,0.96,0.61,0.67,0.43,0.14,0.54,0.92,0.46,0.04,0.91,0.02,0.08,0.76,0.71,0.7,0.62,0.56,0.77,0.74,0.04,0.08,0.56,0.22,0.53,0.09,0.03,0.24,0.03,0.12,0.24,0.37,0.51,0.19,0.18,0.35,0.08,0.59,0.75,0.13,0.51,0.3,0.5,0.43,0.1,0.48,0.01,0.24,0.51,0.12,0.04,0.28,0.34
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","altaposten","Alta","20190208","2019","reineiernes advokater skulle klare å stanse utbygginga av Alta-Kautokeino-vassdraget. – Jeg var ung og under press, og det er lett",2019-02-08,0.87,0.84,0.55,0.45,0.26,0.16,0.48,0.07,0.66,0.04,0.53,0.5,0.01,0.84,0.13,0.41,0.66,0.39,0.44,0.68,0.79,0.33,0.3,0.73,0.07,0.42,0.74,0.92,0.4,0.58,0.08,0.45,0.38,0.07,0.08,0.59,0.26,0.33,0.21,0.1,0.17,0.07,0.12,0.32,0.49,0.22,0.12,0.15,0.23,0.06,0.58,0.48,0.37,0.34,0.56,0.61,0.3,0.17,0.33,0.01,0.12,0.85,0.07,0.06,0.07,0.19
NA,"URN:NBN:no-nb_digavis_verdensgang_null_null_20190222_0_0_1","verdensgang","Oslo","20190222","2019","Repparfjorden blir av mange omtalt som den nye Alta-saken. Alta-saken var en politisk konflikt som strakte seg fra slutten",2019-02-22,0.12,0.51,0.66,0.18,0.15,0.13,0.78,0.19,0.11,0.13,0.52,0.39,0.09,0.22,0.41,0.36,0.66,0.18,0.34,0.59,0.91,0.84,0.68,0.7,0.27,0.43,0.68,0.54,0.22,0.88,0.44,0.36,0.81,0.02,0.01,0.25,0.22,0.47,0.1,0.14,0.18,0.07,0.09,0.21,0.17,0.25,0.06,0.31,0.3,0.1,0.61,0.52,0.05,0.41,0.23,0.35,0.35,0.25,0.54,0.01,0.21,0.35,0.35,0.04,0.19,0.08
NA,"URN:NBN:no-nb_digavis_dagensnaeringsliv_null_null_20190621_122_139_1","dagensnaeringsliv","Oslo","20190621","2019","Repparfjorden har potensial til å nå de samme dimensjonene som Alta-saken. - Jeg håper ikke at Repparfjorden blir den nye",2019-06-21,0.15,0.61,0.53,0.21,0.13,0.12,0.41,0.19,0.2,0.16,0.37,0.24,0.06,0.4,0.28,0.38,0.59,0.19,0.26,0.39,0.81,0.42,0.42,0.63,0.17,0.56,0.4,0.76,0.58,0.63,0.54,0.6,0.81,0.06,0.04,0.29,0.21,0.7,0.11,0.09,0.2,0.12,0.23,0.37,0.3,0.2,0.11,0.41,0.51,0.04,0.53,0.63,0.04,0.51,0.22,0.43,0.48,0.09,0.55,0.02,0.14,0.54,0.25,0.04,0.25,0.06
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20190923_0_220_1","nordlys","Tromsø","20190923","2019","resultatet av hard rettighetskamp over flere tiår, toppet med Altaaksjonen som startet for 40 år siden i 1979, skriver Balto.",2019-09-23,0.6,0.76,0.87,0.07,0.01,0.02,0.03,0.03,0.05,0.01,0.23,0.68,0.01,0.33,0.02,0.03,0.51,0.01,0.29,0.74,0.56,0.08,0.4,0.58,0.18,0.32,0.71,0.31,0.11,0.41,0.62,0.48,0.96,0.01,0,0.03,0.54,0.57,0.03,0.03,0.02,0.02,0.06,0.21,0.26,0.07,0,0.01,0.87,0,0.59,0.03,0.01,0.07,0.11,0.03,0.15,0.1,0.03,0,0.06,0.36,0.08,0.01,0.1,0.01
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20190925_63_182_1","sagat","Lakselv","20190925","2019","resultatet av hard rettighetskamp over flere tiår, toppet med Altaaksjonen som startet for 40 år siden i 1979. Sametinget er",2019-09-25,0.94,0.63,0.84,0.81,0.03,0.07,0.07,0.16,0.05,0.01,0.4,0.67,0.01,0.37,0.08,0.07,0.59,0.01,0.2,0.8,0.61,0.02,0.26,0.66,0.08,0.29,0.89,0.58,0.15,0.55,0.61,0.49,0.97,0.01,0,0.07,0.61,0.47,0.05,0.04,0.28,0.64,0.1,0.22,0.18,0.05,0,0.02,0.87,0.02,0.64,0.06,0.01,0.07,0.08,0.02,0.1,0.04,0.03,0,0.07,0.41,0.06,0.01,0.05,0.01
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20191023_0_246_1","nordlys","Tromsø","20191023","2019","risikabel øvelse. Det skriver Ivar Bjørklund sin kronikk «Altasaken, Bjartmar Gjerde – og Oddmund Enoksen» i Nordlys for",2019-10-23,0.12,0.49,0.35,0.53,0.09,0.1,0.44,0.08,0.19,0.4,0.38,0.3,0.1,0.59,0.25,0.62,0.56,0.07,0.12,0.35,0.43,0.08,0.42,0.51,0.14,0.56,0.45,0.96,0.24,0.55,0.83,0.31,0.74,0.09,0.02,0.38,0.15,0.45,0.04,0.07,0.09,0.06,0.08,0.05,0.34,0.27,0.16,0.64,0.28,0.1,0.47,0.5,0.09,0.45,0.13,0.12,0.63,0.11,0.47,0.01,0.06,0.51,0.27,0.01,0.24,0.04
NA,"URN:NBN:no-nb_digavis_kronstadposten_null_null_20191129_10_46_1","kronstadposten","Alta","20191129","2019","RONSTADPOSTEN•KRONST A The Viking kom til Alta på slutten av Altaaksjonen. Vårt bilde er 1982. Foto: Vidar Nordli-Mathisen. Fredag 29.",2019-11-29,0.3,0.84,0.8,0.71,0.64,0.59,0.39,0.26,0.36,0.12,0.41,0.76,0.25,0.81,0.66,0.66,0.82,0.72,0.29,0.45,0.75,0.31,0.49,0.73,0.48,0.33,0.65,0.72,0.6,0.57,0.55,0.67,0.79,0.21,0.23,0.73,0.55,0.62,0.16,0.14,0.21,0.38,0.42,0.46,0.6,0.35,0.36,0.71,0.71,0.63,0.82,0.69,0.54,0.68,0.42,0.57,0.55,0.21,0.68,0.11,0.53,0.33,0.27,0.18,0.24,0.31
NA,"URN:NBN:no-nb_digavis_kronstadposten_null_null_20191129_10_46_1","kronstadposten","Alta","20191129","2019","RONSTADPOSTEN•KRONST The Viking kom til Alta på slutten av Altaaksjonen. Vårt bilde er 1982. Foto: Vidar Nordli-Mathisen. NSTADPOSTEN•KRONSTAD",2019-11-29,0.31,0.77,0.73,0.65,0.42,0.48,0.32,0.15,0.31,0.09,0.33,0.67,0.16,0.6,0.52,0.55,0.73,0.62,0.19,0.33,0.59,0.21,0.35,0.63,0.36,0.31,0.59,0.66,0.43,0.43,0.45,0.54,0.67,0.24,0.27,0.67,0.49,0.52,0.18,0.13,0.21,0.26,0.33,0.36,0.62,0.33,0.33,0.7,0.65,0.63,0.79,0.52,0.48,0.59,0.32,0.44,0.42,0.17,0.55,0.1,0.44,0.29,0.25,0.17,0.14,0.25
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20190726_0_170_1","nordlys","Tromsø","20190726","2019","Runar Myrnes Balto) har ikke noe å klage over. Etter Alta-aksjonen har det i politisk henseende i hovedsak gått den",2019-07-26,0.71,0.72,0.8,0.65,0.23,0.46,0.58,0.48,0.19,0.29,0.6,0.76,0.28,0.31,0.58,0.64,0.77,0.1,0.38,0.61,0.69,0.23,0.51,0.68,0.23,0.43,0.64,0.65,0.45,0.6,0.56,0.49,0.57,0.38,0.3,0.57,0.27,0.67,0.29,0.24,0.32,0.36,0.37,0.5,0.6,0.38,0.47,0.17,0.46,0.13,0.71,0.55,0.37,0.54,0.47,0.52,0.59,0.34,0.57,0.1,0.49,0.25,0.54,0.13,0.47,0.24
NA,"URN:NBN:no-nb_digavis_dalanetidende_null_null_20190125_135_11_1","dalanetidende","Egersund","20190125","2019","rundt Terje Havsø. «Landets energidebatter har vært bitre fra Alta-aksjonen på 80-tallet til gasskraftdebatten. Nå skjerpes kampen på",2019-01-25,0.03,0.31,0.28,0.54,0.18,0.21,0.3,0.15,0.09,0.11,0.31,0.31,0.04,0.29,0.13,0.52,0.6,0.5,0.51,0.09,0.59,0.1,0.14,0.19,0.03,0.17,0.14,0.5,0.25,0.86,0.53,0.31,0.81,0.03,0.03,0.24,0.18,0.27,0.07,0.03,0.18,0.11,0.07,0.06,0.12,0.13,0.16,0.13,0.29,0.12,0.56,0.42,0.13,0.31,0.35,0.1,0.21,0.04,0.35,0.02,0.25,0.14,0.12,0.7,0.2,0.16
NA,"URN:NBN:no-nb_digavis_vikebladet_null_null_20191015_89_80_1","vikebladet","Ulsteinvik","20191015","2019","russiske tsaren Ivan den skrekkelege khandømet Kasakhstan. 1979: Alta-aksjonen. AP-regje- ringa lova å utsetja utbygginga av Alta-vass-",2019-10-15,0.26,0.9,0.93,0.61,0.27,0.37,0.88,0.52,0.37,0.88,0.91,0.9,0.2,0.78,0.51,0.62,0.92,0.4,0.71,0.71,0.83,0.75,0.32,0.83,0.41,0.83,0.74,0.86,0.61,0.85,0.56,0.77,0.9,0.06,0.07,0.63,0.52,0.6,0.19,0.12,0.64,0.14,0.12,0.77,0.8,0.54,0.27,0.47,0.69,0.23,0.76,0.69,0.5,0.64,0.61,0.64,0.46,0.38,0.76,0.02,0.25,0.61,0.94,0.09,0.13,0.21
NA,"URN:NBN:no-nb_digavis_vikebladet_null_null_20191015_89_80_1","vikebladet","Ulsteinvik","20191015","2019","russiske tsaren Ivan den skrekkelege khandømet Kasakhstan. 1979: Alta-aksjonen. AP-regjeringa lova å utsetja utbygginga av Alta-vassdraget.",2019-10-15,0.23,0.89,0.92,0.6,0.38,0.32,0.89,0.34,0.38,0.86,0.89,0.86,0.18,0.79,0.29,0.58,0.91,0.36,0.73,0.74,0.84,0.78,0.26,0.81,0.2,0.74,0.73,0.83,0.61,0.79,0.49,0.73,0.9,0.05,0.05,0.61,0.6,0.56,0.16,0.13,0.57,0.15,0.14,0.75,0.73,0.47,0.26,0.47,0.7,0.2,0.77,0.72,0.43,0.6,0.58,0.65,0.52,0.45,0.78,0.02,0.45,0.63,0.93,0.08,0.14,0.23
NA,"URN:NBN:no-nb_digavis_bergensavisen_null_null_20190917_0_251_1","bergensavisen","Bergen","20190917","2019","Rydder vanskeLig NØTTEN Hvilket år foregikk den såkalte Altaaksjonen i Stilla? 1. 1976. 2. 1979. 3. 1982. LØSNING PÅ",2019-09-17,0.65,0.79,0.94,0.68,0.43,0.42,0.61,0.38,0.54,0.31,0.7,0.95,0.56,0.82,0.6,0.73,0.9,0.73,0.49,0.83,0.74,0.66,0.53,0.85,0.51,0.26,0.82,0.84,0.66,0.77,0.93,0.73,0.89,0.12,0.13,0.72,0.61,0.89,0.49,0.34,0.54,0.46,0.59,0.69,0.85,0.62,0.52,0.56,0.79,0.35,0.83,0.76,0.61,0.66,0.59,0.55,0.59,0.36,0.75,0.08,0.5,0.8,0.62,0.19,0.48,0.55
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20190115_63_9_1","sagat","Lakselv","20190115","2019","sa datteren. Hun fortalte om en pappa som demonstrerte i Stilla og som var den første som fikk dommen sin for",2019-01-15,0.59,0.45,0.92,0.17,0.07,0.02,0.35,0.02,0.62,0.01,0.21,0.97,0.09,0.71,0.12,0.21,0.83,0.06,0.13,0.67,0.11,0.56,0.42,0.66,0.04,0.36,0.6,0.55,0.43,0.61,0.62,0.7,0.87,0.01,0.01,0.56,0.37,0.88,0.4,0.18,0.13,0.15,0.37,0.68,0.73,0.68,0.08,0.19,0.67,0.02,0.67,0.62,0.12,0.49,0.31,0.41,0.37,0.19,0.48,0.01,0.36,0.8,0.15,0.15,0.46,0.11
NA,"URN:NBN:no-nb_digavis_sandnesposten_null_null_20191114_29_89_1","sandnesposten","Sandnes","20191114","2019","såkalte «Nullpunktet»; stedet som ble kjent i anledning utbyggingen av Alta kraftverk. Sommeren 1979 og i januar 1981 ble",2019-11-14,0.19,0.19,0.47,0.6,0.2,0.22,0.21,0.15,0.18,0.13,0.3,0.46,0.12,0.71,0.2,0.54,0.76,0.62,0.65,0.17,0.65,0.18,0.07,0.65,0.19,0.55,0.51,0.67,0.31,0.58,0.58,0.47,0.43,0.1,0.27,0.73,0.6,0.49,0.2,0.11,0.23,0.14,0.13,0.16,0.38,0.32,0.44,0.51,0.65,0.27,0.79,0.49,0.32,0.49,0.15,0.29,0.35,0.13,0.51,0.02,0.35,0.25,0.27,0.14,0.15,0.29
NA,"URN:NBN:no-nb_digavis_finnmarken_null_null_20190329_121_51_1","finnmarken","Vadsø","20190329","2019","samefamilier fra Masi til Alta i forbindelse med utbyggingen av Alta-Kautokeino-vassdraget. Det er bra at disse familiene blir ordentlig",2019-03-29,0.97,0.25,0.86,0.81,0.11,0.1,0.19,0.05,0.12,0.03,0.11,0.67,0.02,0.7,0.67,0.48,0.62,0.6,0.62,0.47,0.7,0.25,0.02,0.83,0.14,0.49,0.87,0.75,0.17,0.47,0.5,0.48,0.64,0.11,0.46,0.76,0.56,0.3,0.18,0.03,0.34,0.16,0.12,0.26,0.6,0.17,0.12,0.29,0.64,0.17,0.67,0.24,0.6,0.43,0.44,0.44,0.38,0.52,0.11,0.04,0.68,0.42,0.03,0.02,0.34,0.14
NA,"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20190329_106_51_1","finnmarkdagblad","Hammerfest","20190329","2019","samefamilier fra Masi til Alta i forbindelse med utbyggingen av Alta-Kautokeino-vassdraget. Det er bra at disse familiene blir ordentlig",2019-03-29,0.97,0.25,0.86,0.81,0.11,0.1,0.19,0.05,0.12,0.03,0.11,0.67,0.02,0.7,0.67,0.48,0.62,0.6,0.62,0.47,0.7,0.25,0.02,0.83,0.14,0.49,0.87,0.75,0.17,0.47,0.5,0.48,0.64,0.11,0.46,0.76,0.56,0.3,0.18,0.03,0.34,0.16,0.12,0.26,0.6,0.17,0.12,0.29,0.64,0.17,0.67,0.24,0.6,0.43,0.44,0.44,0.38,0.52,0.11,0.04,0.68,0.42,0.03,0.02,0.34,0.14
NA,"URN:NBN:no-nb_digavis_opp_null_null_20191010_19_39_1","opp",NA,"20191010","2019","samene innledet sultestreik foran Stortinget mot den gigantiske Alta-utbyggingen. Vardebrenning ble i gamle tider brukt for å varsle",2019-10-10,0.91,0.95,0.95,0.21,0.12,0.06,0.5,0.07,0.11,0.02,0.41,0.67,0.04,0.47,0.23,0.18,0.69,0.12,0.29,0.89,0.77,0.49,0.21,0.87,0.07,0.59,0.77,0.71,0.32,0.87,0.63,0.82,0.92,0.02,0.01,0.25,0.44,0.51,0.85,0.02,0.36,0.04,0.06,0.55,0.54,0.37,0.17,0.12,0.61,0.1,0.69,0.39,0.16,0.51,0.79,0.84,0.36,0.12,0.52,0.01,0.24,0.19,0.1,0.04,0.35,0.09
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20191111_51_130_1","altaposten","Alta","20191111","2019","Samene og kvenene var likestilt i forkant av Alta-aksjonen. I ettertid ser som ble lagt fram er mulige, og at",2019-11-11,0.65,0.55,0.8,0.67,0.14,0.19,0.43,0.13,0.2,0.06,0.26,0.55,0.06,0.58,0.3,0.57,0.69,0.46,0.27,0.48,0.55,0.23,0.33,0.84,0.07,0.35,0.34,0.67,0.35,0.21,0.54,0.43,0.62,0.61,0.38,0.68,0.28,0.62,0.14,0.06,0.18,0.24,0.12,0.3,0.58,0.33,0.22,0.21,0.54,0.13,0.87,0.74,0.34,0.63,0.42,0.22,0.58,0.19,0.43,0.04,0.18,0.5,0.04,0.05,0.24,0.23
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190925_51_110_1","altaposten","Alta","20190925","2019","samens språk og levesett fikk økt status og gehør med Alta-saken. – Da undertegnde lagde serien om Alta-kampen for Altaposten",2019-09-25,0.9,0.66,0.59,0.28,0.71,0.11,0.33,0.08,0.09,0.02,0.14,0.38,0.03,0.3,0.16,0.53,0.53,0.21,0.07,0.54,0.51,0.04,0.24,0.31,0.04,0.32,0.77,0.51,0.18,0.15,0.41,0.39,0.67,0.05,0.74,0.74,0.56,0.37,0.09,0.07,0.06,0.12,0.1,0.16,0.27,0.12,0.23,0.53,0.71,0.14,0.67,0.44,0.31,0.27,0.25,0.38,0.25,0.1,0.4,0.02,0.44,0.27,0.04,0.04,0.32,0.03
NA,"URN:NBN:no-nb_digavis_friheten_null_null_20191107_79_0_1","friheten","Oslo","20191107","2019","samer opp telt foran Stortinget og gikk til sultestreik. Alta-Kautokeinovassdraget gikk tapt, men kampen førte til en reform av den",2019-11-07,0.88,0.68,0.94,0.29,0.09,0.07,0.49,0.05,0.11,0.02,0.48,0.9,0.01,0.64,0.13,0.42,0.75,0.18,0.36,0.83,0.82,0.75,0.57,0.77,0.26,0.11,0.63,0.71,0.36,0.91,0.6,0.69,0.91,0.07,0.02,0.51,0.26,0.37,0.96,0.02,0.23,0.11,0.04,0.56,0.78,0.35,0.1,0.12,0.41,0.11,0.58,0.49,0.43,0.37,0.42,0.34,0.44,0.33,0.47,0.01,0.14,0.29,0.18,0.02,0.09,0.07
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20191026_0_249_1","nordlys","Tromsø","20191026","2019","samer opp telt foran Stortinget og gikk til sultestreik. Alta-Kautokeinovassdraget gikk tapt, men kampen førte til en reform av den",2019-10-26,0.88,0.68,0.94,0.29,0.09,0.07,0.49,0.05,0.11,0.02,0.48,0.9,0.01,0.64,0.13,0.42,0.75,0.18,0.36,0.83,0.82,0.75,0.57,0.77,0.26,0.11,0.63,0.71,0.36,0.91,0.6,0.69,0.91,0.07,0.02,0.51,0.26,0.37,0.96,0.02,0.23,0.11,0.04,0.56,0.78,0.35,0.1,0.12,0.41,0.11,0.58,0.49,0.43,0.37,0.42,0.34,0.44,0.33,0.47,0.01,0.14,0.29,0.18,0.02,0.09,0.07
NA,"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20190124_0_0_1","stavangeraftenblad","Stavanger","20190124","2019","Samer sultestreiket i protest mot at anleggsarbeidene ved Alta-Kautokeino-vassdraget ble gjenopptatt y 1982 Aksjonen mot Alta-utbyggingen ble",2019-01-24,0.88,0.95,0.98,0.48,0.25,0.34,0.4,0.15,0.21,0.11,0.48,0.94,0.13,0.62,0.66,0.56,0.92,0.45,0.34,0.84,0.79,0.47,0.51,0.87,0.15,0.28,0.73,0.79,0.59,0.93,0.71,0.77,0.89,0.1,0.03,0.4,0.37,0.6,0.97,0.09,0.22,0.13,0.15,0.67,0.88,0.55,0.36,0.31,0.54,0.27,0.8,0.65,0.41,0.69,0.62,0.76,0.51,0.2,0.68,0.03,0.38,0.4,0.28,0.08,0.16,0.34
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20190701_63_120_1","sagat","Lakselv","20190701","2019","Samers Riksforbund (NSR) gjorde revolt ved starten av utbyggingen av Alta kraftverk i 1980/81.35-års ettertid viser med all",2019-07-01,0.86,0.69,0.92,0.3,0.11,0.11,0.51,0.04,0.1,0.02,0.21,0.63,0.03,0.33,0.12,0.27,0.6,0.14,0.55,0.54,0.42,0.07,0.07,0.72,0.01,0.41,0.68,0.47,0.24,0.55,0.27,0.58,0.88,0.01,0.01,0.42,0.26,0.16,0.04,0.02,0.14,0.09,0.04,0.43,0.64,0.38,0.05,0.12,0.7,0.05,0.68,0.59,0.28,0.38,0.39,0.39,0.24,0.07,0.28,0.01,0.2,0.19,0.02,0.03,0.04,0.16
NA,"URN:NBN:no-nb_digavis_kronstadposten_null_null_20191115_10_44_1","kronstadposten","Alta","20191115","2019","samfunnet. Forbundet ble startet november 1979, midt under Altaaksjonen, så det har vært påvirkning. – Hvordan blir det å",2019-11-15,0.66,0.85,0.78,0.69,0.2,0.32,0.37,0.43,0.27,0.13,0.49,0.77,0.17,0.57,0.39,0.6,0.77,0.51,0.16,0.56,0.37,0.18,0.4,0.69,0.38,0.22,0.61,0.82,0.48,0.57,0.64,0.66,0.78,0.22,0.26,0.64,0.48,0.61,0.26,0.13,0.17,0.48,0.59,0.5,0.63,0.4,0.37,0.34,0.87,0.16,0.74,0.6,0.34,0.55,0.5,0.45,0.54,0.3,0.5,0.03,0.32,0.29,0.45,0.2,0.45,0.23
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20191022_63_201_1","sagat","Lakselv","20191022","2019","sámiid searvi og Máze sámiid searvi sette søkelyset mot Altaaksjonen fire tiår tilbake. De setter opp buss til området, og",2019-10-22,0.23,0.68,0.76,0.71,0.43,0.13,0.22,0.03,0.09,0.01,0.09,0.5,0.02,0.31,0.11,0.36,0.68,0.46,0.09,0.26,0.29,0.02,0.08,0.56,0.02,0.07,0.48,0.42,0.21,0.42,0.36,0.48,0.88,0.01,0.09,0.6,0.44,0.56,0.02,0.03,0.03,0.03,0.03,0.27,0.36,0.36,0.08,0.75,0.88,0.13,0.84,0.34,0.09,0.32,0.15,0.13,0.38,0.02,0.42,0.01,0.29,0.1,0.02,0.01,0.16,0.01
